frame_idx,second,lampu,status_final,operator_status,env_mean,panel_mean,panel_max,around_mean,delta,std_panel,panel_valid,panel_occluded,mesin_aktif_panel,roll_occluded,operator_near_roll,movement,movement_ema,status_raw,on_cnt,off_cnt,on_sec_count
17670,589,GELAP,OFF,TIDAK ADA,61.29,63.06,165,70.68,-7.62,27.13,0,0,0,0,0,0,0,OFF,0,0,0
17700,590,GELAP,OFF,TIDAK ADA,61.29,63.21,165,70.84,-7.63,26.43,0,0,0,0,0,0,0,OFF,0,0,0
17730,591,GELAP,OFF,TIDAK ADA,61.29,63.34,158,70.72,-7.38,26.27,0,0,0,0,0,0,0,OFF,0,0,0
17760,592,GELAP,OFF,TIDAK ADA,61.29,63.07,165,70.73,-7.67,26.61,0,0,0,0,0,0,0,OFF,0,0,0
17790,593,GELAP,OFF,TIDAK ADA,61.29,63.05,165,70.9,-7.85,26.78,0,0,0,0,0,0,0,OFF,0,0,0
17820,594,GELAP,OFF,TIDAK ADA,61.29,63.26,165,70.67,-7.41,26.85,0,0,0,0,0,0,0,OFF,0,0,0
17850,595,GELAP,OFF,TIDAK ADA,61.28,63.21,165,70.71,-7.5,27.14,0,0,0,0,0,0,0,OFF,0,0,0
17880,596,GELAP,OFF,TIDAK ADA,61.29,63.07,165,70.52,-7.45,26.95,0,0,0,0,0,0,0,OFF,0,0,0
17910,597,GELAP,OFF,TIDAK ADA,61.29,62.87,165,70.66,-7.79,26.53,0,0,0,0,0,0,0,OFF,0,0,0
17940,598,GELAP,OFF,TIDAK ADA,61.17,62.23,195,70.58,-8.34,28.66,0,0,0,0,0,0,0,OFF,0,0,0
17970,599,GELAP,OFF,TIDAK ADA,61.17,62.47,178,70.68,-8.22,28.76,0,0,0,0,0,0,0,OFF,0,0,0
18000,600,GELAP,OFF,TIDAK ADA,61.17,62.5,190,70.54,-8.03,28.36,0,0,0,0,0,0,0,OFF,0,0,0
